0,39.984688,116.318385,20
0,39.984563,116.317517,40
0,39.984586,116.316716,60
0,39.984516,116.315963,80
0,39.984538,116.315148,100
0,39.984485,116.314426,120
0,39.984501,116.313659,140
0,39.984655,116.313724,160
0,39.984696,116.312921,180
0,39.984641,116.312123,200
0,39.984647,116.31138,220
0,39.984656,116.31066,240
0,39.984696,116.309937,260
0,39.984525,116.309503,280
0,39.98447,116.308827,300
0,39.984499,116.308201,320
0,39.984472,116.307687,340
0,39.984428,116.307126,360
0,39.984462,116.306486,380
0,39.984412,116.305682,400
0,39.984356,116.304909,420
0,39.984349,116.304083,440
0,39.984342,116.303444,460
1,39.984094,116.319236,65
1,39.984674,116.31981,88
1,39.984579,116.319769,108
1,39.984959,116.319969,123
1,39.984529,116.320573,146
1,39.984238,116.320844,168
1,39.984266,116.320876,183
1,39.984334,116.320914,203
1,39.983724,116.321005,225
1,39.983212,116.321099,240
1,39.982478,116.321214,262
1,39.98198,116.321244,282
1,39.981252,116.321314,300
1,39.980584,116.321342,322
1,39.979886,116.321473,345
1,39.979713,116.321616,362
1,39.979699,116.321901,383
1,39.979642,116.322218,403
2,39.927938,116.338967,83
2,39.926516,116.338048,114
2,39.926498,116.33814,124
2,39.926525,116.338079,144
2,39.926389,116.338056,164
2,39.92638,116.338072,184
2,39.926381,116.338086,204
2,39.926445,116.338119,224
2,39.926439,116.338121,244
2,39.926479,116.338241,264
2,39.926476,116.338407,284
2,39.926553,116.338523,302
2,39.92659,116.338617,324
2,39.926667,116.338865,344
2,39.926668,116.338972,362
2,39.926746,116.339127,384
2,39.92672,116.339115,404
2,39.926791,116.339323,423
2,39.926822,116.339334,443
2,39.926886,116.339397,463
2,39.926949,116.339606,483
2,39.927013,116.339826,507
3,39.999844,116.326752,54
3,39.999915,116.326672,64
3,40.000154,116.327165,84
3,40.000245,116.327159,104
3,40.000367,116.327012,124
3,40.000556,116.327212,144
3,40.00169,116.328191,164
3,40.003185,116.328169,184
3,40.004505,116.327984,204
3,40.005844,116.327956,224
3,40.006993,116.327792,244
3,40.008032,116.327297,264
3,40.007871,116.3249,284
3,40.007757,116.322558,304
3,40.007961,116.321105,324
3,40.007444,116.320707,344
3,40.007729,116.319868,364
3,40.007866,116.319855,384
3,40.00796,116.319813,404
3,40.00796,116.319781,424
3,40.007757,116.319537,454
3,40.007773,116.319064,474
3,40.0078,116.319081,484
3,40.007791,116.319075,504
4,39.999974,116.327149,52
4,40.000008,116.327135,63
4,40.000132,116.327086,83
4,40.000185,116.327102,103
4,39.999963,116.327009,123
4,40.000888,116.326946,143
4,40.001439,116.327987,163
4,40.002902,116.328046,183
4,40.00405,116.327932,203
4,40.005344,116.327934,223
4,40.006812,116.327695,243
4,40.007921,116.327356,263
4,40.007817,116.325066,283
4,40.007692,116.322628,303
4,40.007946,116.321053,323
4,40.007382,116.320753,343
4,40.007562,116.319786,363
4,40.007689,116.319731,383
4,40.007621,116.319785,403
4,40.007399,116.320474,423
4,40.007893,116.321167,443
4,40.00816,116.319865,463
4,40.00887,116.318954,483
5,40.004155,116.321337,30
5,40.003589,116.321427,50
5,40.003509,116.321484,60
5,40.00294,116.321546,80
5,40.002346,116.321547,100
5,40.001729,116.321509,120
5,40.00106,116.321614,140
5,40.000716,116.321714,160
5,39.999876,116.321727,180
5,39.999587,116.322436,200
5,39.999637,116.323198,220
5,39.999566,116.323783,240
5,39.99958,116.324837,260
5,39.999754,116.325518,280
5,39.999602,116.325776,300
5,39.999469,116.325884,320
5,39.999814,116.32659,340
5,39.999925,116.326813,360
5,40.000228,116.327195,405
5,39.999007,116.326802,456
5,39.998756,116.326765,476
5,39.998646,116.32676,481
5,39.998138,116.326702,501
5,39.997756,116.326643,521
5,39.997133,116.326754,541
6,39.984071,116.320147,39
6,39.984874,116.319714,59
6,39.98487,116.319728,64
6,39.984911,116.319711,84
6,39.985063,116.319672,104
6,39.98521,116.31964,124
6,39.985107,116.319666,144
6,39.985052,116.319847,164
6,39.98507,116.320141,184
6,39.984934,116.32025,204
6,39.984821,116.320361,225
6,39.984684,116.320519,240
6,39.984679,116.320792,260
6,39.984387,116.320976,280
6,39.984006,116.321087,300
6,39.984149,116.321037,320
6,39.983929,116.321101,340
6,39.983918,116.321126,360
6,39.983908,116.321018,380
6,39.983894,116.321249,400
6,39.983887,116.321455,420
6,39.984106,116.321674,440
6,39.984265,116.322055,460
6,39.984258,116.322375,480
7,39.980202,116.345398,60
7,39.980585,116.345109,96
7,39.980877,116.345391,116
7,39.980866,116.345343,121
7,39.980809,116.345421,141
8,39.981132,116.331075,42
8,39.980806,116.331256,60
8,39.979132,116.33219,81
8,39.980257,116.330743,111
8,39.980668,116.330261,120
8,39.980592,116.330313,144
8,39.980423,116.330838,164
8,39.979397,116.331236,181
8,39.978533,116.331355,202
8,39.979993,116.329831,225
9,40.05015,116.300418,95
9,40.050494,116.300448,117
9,40.050518,116.300396,122
9,40.050745,116.30022,144
9,40.050934,116.300179,167
9,40.05115,116.300088,184
9,40.051629,116.299671,205
9,40.051866,116.299302,226
9,40.044804,116.297305,263
9,40.045457,116.296825,283
9,40.045317,116.296835,300
9,40.045462,116.300081,336
9,40.045479,116.298022,357
9,40.044898,116.29754,360
9,40.044157,116.297601,381
10,39.921565,116.47229,41
10,39.921463,116.472305,61
10,39.92123,116.472303,81
10,39.920987,116.472248,102
10,39.920917,116.472233,132
10,39.920658,116.472318,177
10,39.920587,116.472327,180
10,39.920595,116.472333,240
11,39.9756533,116.3308583,20
11,39.9753166,116.3306299,70
11,39.9753683,116.33064,92
11,39.9754799,116.3293666,149
11,39.9753083,116.3291383,169
11,39.9750883,116.3291666,180
11,39.9750483,116.3300366,200
11,39.9751533,116.3308183,220
11,39.9751183,116.33146,240
