O0:
39.984688,116.318385,20
39.984563,116.317517,40
39.984586,116.316716,60
39.984516,116.315963,80
39.984538,116.315148,100
39.984485,116.314426,120
39.984501,116.313659,140
39.984655,116.313724,160
39.984696,116.312921,180
39.984641,116.312123,200
39.984647,116.31138,220
39.984656,116.31066,240
39.984696,116.309937,260
39.984525,116.309503,280
39.98447,116.308827,300
39.984499,116.308201,320
39.984472,116.307687,340
39.984428,116.307126,360
39.984462,116.306486,380
39.984412,116.305682,400
39.984356,116.304909,420
39.984349,116.304083,440
39.984342,116.303444,460
O1:
39.984094,116.319236,65
39.984674,116.31981,88
39.984579,116.319769,108
39.984959,116.319969,123
39.984529,116.320573,146
39.984238,116.320844,168
39.984266,116.320876,183
39.984334,116.320914,203
39.983724,116.321005,225
39.983212,116.321099,240
39.982478,116.321214,262
39.98198,116.321244,282
39.981252,116.321314,300
39.980584,116.321342,322
39.979886,116.321473,345
39.979713,116.321616,362
39.979699,116.321901,383
39.979642,116.322218,403
O2:
39.927938,116.338967,83
39.926516,116.338048,114
39.926498,116.33814,124
39.926525,116.338079,144
39.926389,116.338056,164
39.92638,116.338072,184
39.926381,116.338086,204
39.926445,116.338119,224
39.926439,116.338121,244
39.926479,116.338241,264
39.926476,116.338407,284
39.926553,116.338523,302
39.92659,116.338617,324
39.926667,116.338865,344
39.926668,116.338972,362
39.926746,116.339127,384
39.92672,116.339115,404
39.926791,116.339323,423
39.926822,116.339334,443
39.926886,116.339397,463
39.926949,116.339606,483
39.927013,116.339826,507
O3:
39.999844,116.326752,54
39.999915,116.326672,64
40.000154,116.327165,84
40.000245,116.327159,104
40.000367,116.327012,124
40.000556,116.327212,144
40.00169,116.328191,164
40.003185,116.328169,184
40.004505,116.327984,204
40.005844,116.327956,224
40.006993,116.327792,244
40.008032,116.327297,264
40.007871,116.3249,284
40.007757,116.322558,304
40.007961,116.321105,324
40.007444,116.320707,344
40.007729,116.319868,364
40.007866,116.319855,384
40.00796,116.319813,404
40.00796,116.319781,424
40.007757,116.319537,454
40.007773,116.319064,474
40.0078,116.319081,484
40.007791,116.319075,504
O4:
39.999974,116.327149,52
40.000008,116.327135,63
40.000132,116.327086,83
40.000185,116.327102,103
39.999963,116.327009,123
40.000888,116.326946,143
40.001439,116.327987,163
40.002902,116.328046,183
40.00405,116.327932,203
40.005344,116.327934,223
40.006812,116.327695,243
40.007921,116.327356,263
40.007817,116.325066,283
40.007692,116.322628,303
40.007946,116.321053,323
40.007382,116.320753,343
40.007562,116.319786,363
40.007689,116.319731,383
40.007621,116.319785,403
40.007399,116.320474,423
40.007893,116.321167,443
40.00816,116.319865,463
40.00887,116.318954,483
O5:
40.004155,116.321337,30
40.003589,116.321427,50
40.003509,116.321484,60
40.00294,116.321546,80
40.002346,116.321547,100
40.001729,116.321509,120
40.00106,116.321614,140
40.000716,116.321714,160
39.999876,116.321727,180
39.999587,116.322436,200
39.999637,116.323198,220
39.999566,116.323783,240
39.99958,116.324837,260
39.999754,116.325518,280
39.999602,116.325776,300
39.999469,116.325884,320
39.999814,116.32659,340
39.999925,116.326813,360
40.000228,116.327195,405
39.999007,116.326802,456
39.998756,116.326765,476
39.998646,116.32676,481
39.998138,116.326702,501
39.997756,116.326643,521
39.997133,116.326754,541
O6:
39.984071,116.320147,39
39.984874,116.319714,59
39.98487,116.319728,64
39.984911,116.319711,84
39.985063,116.319672,104
39.98521,116.31964,124
39.985107,116.319666,144
39.985052,116.319847,164
39.98507,116.320141,184
39.984934,116.32025,204
39.984821,116.320361,225
39.984684,116.320519,240
39.984679,116.320792,260
39.984387,116.320976,280
39.984006,116.321087,300
39.984149,116.321037,320
39.983929,116.321101,340
39.983918,116.321126,360
39.983908,116.321018,380
39.983894,116.321249,400
39.983887,116.321455,420
39.984106,116.321674,440
39.984265,116.322055,460
39.984258,116.322375,480
O7:
39.980202,116.345398,60
39.980585,116.345109,96
39.980877,116.345391,116
39.980866,116.345343,121
39.980809,116.345421,141
O8:
39.981132,116.331075,42
39.980806,116.331256,60
39.979132,116.33219,81
39.980257,116.330743,111
39.980668,116.330261,120
39.980592,116.330313,144
39.980423,116.330838,164
39.979397,116.331236,181
39.978533,116.331355,202
39.979993,116.329831,225
O9:
40.05015,116.300418,95
40.050494,116.300448,117
40.050518,116.300396,122
40.050745,116.30022,144
40.050934,116.300179,167
40.05115,116.300088,184
40.051629,116.299671,205
40.051866,116.299302,226
40.044804,116.297305,263
40.045457,116.296825,283
40.045317,116.296835,300
40.045462,116.300081,336
40.045479,116.298022,357
40.044898,116.29754,360
40.044157,116.297601,381
O10:
39.921565,116.47229,41
39.921463,116.472305,61
39.92123,116.472303,81
39.920987,116.472248,102
39.920917,116.472233,132
39.920658,116.472318,177
39.920587,116.472327,180
39.920595,116.472333,240
O11:
39.9756533,116.3308583,20
39.9753166,116.3306299,70
39.9753683,116.33064,92
39.9754799,116.3293666,149
39.9753083,116.3291383,169
39.9750883,116.3291666,180
39.9750483,116.3300366,200
39.9751533,116.3308183,220
39.9751183,116.33146,240
39.9750783,116.3321533,260
39.9750616,116.3330316,280
39.9749216,116.3341866,301
O12:
39.982061,116.329442,35
39.982211,116.329535,55
39.982216,116.329538,60
39.982156,116.329735,80
39.981634,116.329635,100
39.981594,116.328808,120
39.981555,116.328116,140
39.981639,116.327423,160
39.982289,116.327379,180
39.983044,116.327542,200
39.983577,116.32751,220
39.984217,116.327393,240
39.984323,116.327317,260
39.984528,116.327333,280
39.984611,116.327253,300
39.984932,116.326786,320
39.984918,116.325833,340
39.984916,116.324783,360
39.984918,116.323799,380
39.984885,116.322832,400
39.98494,116.321823,420
39.985029,116.321201,440
39.98568,116.321208,460
O13:
39.97565,116.329743,79
39.975287,116.329854,100
39.975393,116.33117,120
39.975474,116.333611,140
39.975376,116.336163,160
39.975366,116.338375,180
39.975306,116.338452,201
O14:
39.9846833,116.3187949,60
39.9848233,116.3190466,100
39.9850866,116.31933,143
39.9858633,116.3189733,199
39.9858966,116.3188816,242
39.9859216,116.3189899,289
39.9857316,116.3190349,300
39.9850116,116.3191166,321
39.9829533,116.3194133,368
39.9795516,116.3199733,393
39.9792983,116.3197749,413
39.9804299,116.3198833,420
39.98565,116.3192383,440
39.9862949,116.3194083,494
39.98656,116.3202383,514
39.9863866,116.3210716,535
39.9860049,116.3210933,541
39.98514,116.3209599,564
O15:
39.986487,116.321248,71
39.986751,116.321427,91
39.987473,116.320942,111
39.987643,116.320946,121
